"16cell_1-10" "4cell_2-2" "8cell_1-4" "early2cell_0-2" "earlyblast_3-12" "late2cell_5-2" "lateblast_1-10" "mid2cell_0-1" "midblast_1-12" "zy1"
"Dbpht2" 0 0 0 0 0 0 0 0 0 8
"Dbr1" 2 1415 4 48 1732 3100 207 848 55 0
"Dbt" 859 447 59 28 0 7188 54 66 1219 622
"Dbx1" 0 0 0 0 0 0 0 0 0 0
"Dbx2" 0 0 0 0 0 0 0 0 0 0
"Dcaf10" 814 1636 395 427 0 11650 64 636 0 560
"Dcaf11" 606 238 102 351 120 631 523 181 2559 665
"Dcaf12" 560 832 212 5137 0 22808 442 1665 407 14529
"Dcaf12l1" 16 0 0 0 0 29 227 9 531 0
"Dcaf12l2" 0 0 0 0 0 0 0 0 0 0
"Dcaf13" 3777 3778 657 440 171 16587 2419 768 2024 792
"Dcaf15" 385 0 104 31 0 94 27 0 347 170
"Dcaf17" 981 8 157 90 11 875 64 7 1458 42
"Dcaf4" 4772 1788 762 145 256 979 1762 14 3620 281
"Dcaf5" 21 1729 15 4202 1 6208 0 2400 0 9496
"Dcaf6" 37 182 31 260 0 270 100 138 33 742
"Dcaf7" 263 1346 17 4043 0 6872 476 937 1419 13889
"Dcaf8" 4 131 4 5964 0 4892 922 1584 1638 22440
"Dcakd" 1 599 56 1946 1 5072 166 955 2315 8209
"Dcbld1" 617 0 121 49 7 1592 936 450 363 368
"Dcbld2" 454 94 87 697 0 383 1 843 2 4006
"Dcc" 0 98 0 7 0 6002 0 948 31 10
"Dcdc2a" 0 1 2 3 0 0 0 171 0 730
"Dcdc2b" 0 12 0 0 24 25 21 0 6 0
"Dcdc2c" 2 150 3 7 0 2290 1 541 0 1
"Dchs1" 0 0 0 0 0 0 0 0 0 0
"Dck" 728 783 30 103 19 3164 498 159 399 197
"Dclk1" 0 0 0 0 0 0 1 0 0 1
"Dclk2" 0 2 1 5895 0 628 258 833 67 25120
"Dclk3" 0 0 0 149 0 0 1 218 0 6
"Dclre1a" 628 0 0 150 8 107 300 11 558 4157
"Dclre1b" 1 704 15 198 0 2021 161 1043 3 623
"Dclre1c" 1104 0 67 469 0 43 536 23 389 1179
"Dcn" 6 0 1 1 8 0 3 0 4 303
"Dcp1a" 825 443 119 17783 0 658 623 1850 80 47848
"Dcp1b" 0 0 0 206 1 56 0 6 0 716
"Dcp2" 481 494 109 8699 1105 6257 812 4229 167 18287
"Dcpp1" 0 0 0 0 0 0 0 0 0 0
"Dcpp2" 0 0 0 0 0 0 0 0 0 0
"Dcpp3" 0 0 0 0 0 0 0 0 0 9
"Dcps" 547 383 0 194 0 133 538 93 1236 1701
"Dcst1" 0 0 0 0 0 0 0 0 0 14
"Dct" 0 0 0 0 1 0 0 0 0 0
"Dctd" 2626 4368 422 2074 3953 1900 598 1212 2781 5536
"Dctn1" 0 3 129 59 0 6 1238 11 614 803
"Dctn2" 468 78 221 162 3559 69 1097 6 2649 159
"Dctn3" 0 329 164 102 0 103 292 6 336 1056
"Dctn4" 385 2455 60 1770 19 3471 143 608 619 3455
"Dctn5" 610 265 34 1055 15 151 1569 216 764 2414
"Dctn6" 98 602 0 353 9 349 19 10 563 601
"Dctpp1" 1747 449 368 276 1821 57 951 9 2403 238
"Dcun1d1" 151 235 42 4401 5 805 106 1818 884 7231
"Dcun1d2" 0 60 214 115 2 291 0 9 0 240
"Dcun1d3" 699 1591 28 394 0 4256 227 815 588 554
"Dcun1d4" 0 2 0 947 989 21 0 103 8 1207
"Dcun1d5" 587 513 140 2403 131 11008 697 2205 1033 11400
"Dcx" 0 0 0 0 0 2 0 0 0 0
"Dcxr" 0 0 0 0 0 1 0 0 0 0
"Dda1" 9 764 64 485 1719 4009 296 1416 698 3265
"Ddah1" 1036 0 323 11 1590 18 3984 2 1497 15
"Ddah2" 537 282 118 0 0 8 0 0 323 0
"Ddb1" 6121 6198 2398 8710 14810 11803 5864 4506 15409 27953
"Ddb2" 86 4 0 354 0 7 82 28 552 522
"Ddc" 0 0 0 0 0 0 0 0 342 0
"Ddhd1" 45 750 80 4231 2 1196 28 1059 647 3961
"Ddhd2" 756 1505 168 164 0 612 647 96 1937 1107
"Ddi1" 0 0 0 0 0 0 0 0 0 0
"Ddi2" 42 0 0 204 0 414 2 5 275 273
"Ddit3" 0 67 0 22 0 2422 0 1518 0 609
"Ddit4" 2 134 15 24 0 405 0 132 0 386
"Ddit4l" 24 287 40 495 1383 10420 0 3897 0 827
"Ddn" 0 0 0 0 1 0 0 0 0 0
"Ddo" 0 0 0 0 1 0 0 0 0 0
"Ddost" 16 62 116 158 13 1597 1363 222 1193 967
"Ddr1" 134 351 4 122 0 23 1 16 1 1414
"Ddr2" 2262 400 4 232 0 4889 17 323 25 779
"Ddrgk1" 77 13 45 0 0 11 855 2 184 0
"Ddt" 107 200 33 2 848 163 981 77 1302 180
"Ddx1" 1497 710 201 279 181 27 216 2 6093 150
"Ddx10" 243 2617 384 77 349 18113 225 1332 1142 870
"Ddx11" 0 15 2 314 0 2 138 11 0 623
"Ddx17" 2107 4542 673 264 947 4636 5511 238 3359 943
"Ddx18" 1380 2514 374 815 2272 12515 1913 1848 1339 5115
"Ddx19a" 157 130 71 1266 294 2061 257 367 152 3855
"Ddx19b" 131 186 175 291 63 1457 633 180 323 1933
"Ddx20" 702 2250 39 27 0 15110 324 1764 573 5
"Ddx21" 4058 5664 1135 527 655 12775 3588 1368 2432 2337
"Ddx23" 0 6 43 3 0 410 205 2 304 214
"Ddx24" 2028 3088 381 3101 1651 37865 1531 1888 449 13475
"Ddx25" 0 0 0 0 0 0 0 1 0 319
"Ddx26b" 0 4 4 0 0 1979 0 90 567 4
"Ddx27" 419 2024 399 138 574 7362 2139 312 2339 1194
"Ddx28" 0 395 113 242 0 8975 121 932 0 421
"Ddx31" 936 1305 96 0 0 1480 49 969 10 6
"Ddx39" 4126 3577 819 1760 3090 30772 1874 9912 6702 3695
"Ddx39b" 923 2184 827 377 3648 2426 1958 177 14613 623
"Ddx3x" 7487 16177 2590 19135 10061 18111 8032 16290 8175 33513
"Ddx3y" 0 0 2 0 0 4 1085 4 3387 0
"Ddx4" 0 0 0 207 0 100 0 14 0 879
"Ddx41" 951 1451 315 98 0 3053 38 163 1825 209
"Ddx42" 1390 70 149 346 2 5815 1096 1393 3160 1084
"Ddx43" 0 529 1 0 3 1836 0 281 0 0
"Ddx46" 1591 2801 650 2420 637 9850 1717 1107 1049 5662
"Ddx47" 3596 2699 549 282 262 12716 1687 1088 1921 2399
"Ddx49" 1602 420 126 1 9 2867 324 9 1602 86
"Ddx5" 8555 6855 2186 7285 10617 29208 6077 7545 11773 7906
"Ddx50" 339 412 0 528 5 353 82 106 121 469
"Ddx51" 348 153 39 171 2481 1123 2 892 662 261
"Ddx52" 2817 4587 449 260 14 23720 813 1440 2101 1929
"Ddx54" 294 375 142 0 0 3467 103 296 329 112
"Ddx55" 197 140 206 46 1 2414 929 990 53 535
"Ddx56" 1174 2608 350 330 4134 4076 1414 1358 7921 763
"Ddx58" 1 0 1 252 2 16 0 28 292 422
"Ddx59" 165 124 0 521 0 268 94 781 277 983
"Ddx6" 174 518 60 399 602 945 1074 340 6 1783
"Ddx60" 0 247 16 201 0 147 0 22 0 323
"Deaf1" 19 188 599 91 2 21 174 2 1548 545
"Dear1" 0 0 0 0 0 0 0 0 0 0
"Deb1" 924 288 152 6 3 4358 705 182 896 145
"Decr1" 0 0 117 0 0 2 0 0 1092 0
"Decr2" 2975 511 33 3 4 1245 541 136 1408 3
"Dedd" 907 813 295 6085 0 3707 1302 682 1532 7214
"Dedd2" 520 287 100 0 289 2195 124 277 0 10
"Def6" 0 0 18 46 0 4 0 10 4 305
"Def8" 2664 849 640 57 0 3613 322 244 1336 258
"Defa-ps1" 0 0 0 0 0 0 0 0 0 0
"Defa-ps12" 0 0 0 0 0 0 0 0 0 0
"Defa-ps13" 0 0 0 0 0 0 0 0 0 0
"Defa-rs1" 1 2 16 0 0 126 0 121 0 27
"Defa-rs7" 0 0 0 0 0 0 0 0 0 0
"Defa17" 0 0 0 0 0 2 0 0 0 0
"Defa20" 0 0 0 0 0 0 0 0 0 0
"Defa21" 0 0 0 0 0 0 0 0 0 0
"Defa22" 0 0 0 0 0 0 0 0 0 0
"Defa23" 0 0 0 0 0 0 0 0 0 0
"Defa24" 0 0 0 3 0 0 0 0 0 0
"Defa25" 0 0 0 0 0 0 0 0 0 0
"Defa26" 0 0 0 0 1 0 0 0 0 0
"Defa3" 0 0 0 0 0 3 0 1 0 0
"Defa4" 0 0 0 0 0 0 0 0 0 0
"Defa5" 0 0 0 0 0 0 0 0 0 0
"Defa6" 0 0 0 0 0 0 0 0 0 0
"Defb1" 0 0 0 0 0 0 0 0 0 0
"Defb10" 0 0 0 0 0 0 0 0 0 0
"Defb11" 0 0 0 0 0 0 0 0 0 0
"Defb12" 0 0 0 0 1 0 0 0 0 0
"Defb13" 0 0 0 1 0 146 0 0 0 0
"Defb14" 0 0 0 0 0 0 0 0 0 0
"Defb15" 0 0 0 0 0 0 0 0 0 0
"Defb18" 0 0 0 0 0 0 0 0 0 0
"Defb19" 0 0 0 0 0 0 0 0 0 0
"Defb2" 0 0 0 0 0 0 0 0 0 0
"Defb20" 0 0 0 0 0 0 0 0 0 0
"Defb21" 0 0 0 0 0 0 0 0 0 0
"Defb22" 0 0 0 0 0 0 0 0 0 0
"Defb23" 0 0 0 33 0 3 0 165 0 1
"Defb25" 0 0 0 0 0 0 0 0 0 0
"Defb26" 0 0 0 0 0 0 0 0 0 0
"Defb28" 0 0 0 0 0 0 0 0 0 0
"Defb29" 0 0 0 0 0 0 0 0 0 0
"Defb3" 0 0 0 0 0 0 0 0 0 0
"Defb30" 206 145 0 0 1 0 0 0 0 0
"Defb34" 0 0 0 0 0 0 0 0 0 0
"Defb35" 0 0 0 0 0 0 0 0 0 0
"Defb36" 0 0 0 0 1 0 0 0 0 0
"Defb37" 0 0 0 0 0 0 0 0 0 0
"Defb38" 0 0 0 0 0 0 0 0 0 0
"Defb39" 0 0 0 0 0 0 0 0 0 0
"Defb4" 0 0 0 6 0 0 0 0 0 0
"Defb40" 0 0 0 0 1 0 0 0 0 0
"Defb41" 0 0 0 0 1 0 0 0 0 0
"Defb42" 4 49 0 0 0 486 0 0 0 0
"Defb43" 0 0 0 0 0 0 0 0 0 0
"Defb44-ps" 0 0 0 0 0 0 0 0 0 0
"Defb45" 0 0 0 0 0 0 0 0 0 0
"Defb46" 0 0 0 0 0 0 0 0 0 0
"Defb47" 0 0 0 12 0 0 0 0 0 0
"Defb48" 0 0 0 0 1 0 1 0 0 0
"Defb48-ps" 0 0 0 0 0 0 0 0 0 0
"Defb5" 0 0 0 0 0 0 0 0 0 0
"Defb50" 0 0 0 0 1 0 0 0 0 0
"Defb6" 0 0 0 0 0 0 0 0 0 0
"Defb7" 0 0 0 0 0 0 2 0 0 0
"Defb8" 0 0 0 0 0 0 0 0 0 0
"Defb9" 0 0 0 0 0 0 0 0 0 0
"Degs1" 1646 330 7 4130 4172 2967 2399 2371 1066 12916
"Degs2" 0 0 0 54 0 0 0 0 0 0
"Dek" 1479 2490 95 2771 1333 9725 1396 3717 768 6600
"Dem1" 3 0 37 516 1 1 1 46 112 2851
"Dennd1a" 0 137 15 450 0 358 369 71 461 1532
"Dennd1b" 0 0 39 0 9258 2 111 0 837 130
"Dennd1c" 0 92 0 24 0 2 0 34 0 319
"Dennd2a" 11 243 0 0 0 2023 0 655 0 1010
"Dennd2c" 0 0 0 5 0 13 175 0 674 0
"Dennd2d" 0 0 0 0 0 0 0 0 34 0
"Dennd3" 0 0 0 0 3 1454 0 0 303 1034
"Dennd4a" 0 0 3 1734 0 644 0 1685 244 4117
"Dennd4b" 0 0 0 0 1 1 1 17 2 398
"Dennd4c" 463 927 153 588 0 799 165 490 502 804
"Dennd5a" 0 1371 31 693 21 6375 425 854 925 1676
"Dennd5b" 625 24 0 8 112 411 197 239 25 13
"Denr" 245 1109 47 198 2631 4154 1554 940 2021 430
"Depdc1a" 0 0 0 22 0 0 322 0 158 94
"Depdc1b" 1155 3 0 116 0 4 0 0 0 114
"Depdc5" 821 1047 8 597 1 2610 273 241 1384 2023
"Depdc7" 1038 2318 355 16769 0 21542 637 2141 0 21055
"Deptor" 1734 221 1 2690 0 4838 159 610 369 5617
"Dera" 456 640 140 53 2 14 816 1 483 454
"Derl1" 59 317 98 16 0 1250 490 22 5 218
"Derl2" 649 23 154 361 2259 14 161 10 975 780
"Derl3" 0 0 67 394 0 149 0 563 0 1830
"Des" 0 0 0 0 0 0 0 0 0 0
"Det1" 94 693 15 1995 0 1448 270 604 620 3944
"Dexi" 0 0 0 0 0 59 10 0 0 0
"Dffa" 282 65 8 21 2174 16 45 75 1 254
"Dffb" 280 0 19 0 1 4 0 0 356 0
"Dfna5" 0 0 2 12 0 0 0 7 74 113
"Dfnb59" 0 0 0 0 0 0 0 0 0 0
"Dgat1" 2 0 24 1 0 498 0 107 673 436
"Dgat2" 2 9 1 0 0 1673 0 0 222 423
"Dgat2l6" 0 0 0 0 0 0 0 0 0 0
"Dgcr14" 56 1306 333 940 15 4030 1000 712 1006 1586
"Dgcr2" 435 127 21 165 3976 1425 530 79 1263 2291
"Dgcr6" 178 2 0 82 791 5 13 10 0 348
"Dgcr8" 481 1586 6 505 0 2583 483 277 355 1979
"Dgka" 3 0 186 0 1633 29 94 161 451 0
"Dgkb" 0 1 0 1001 0 385 0 1029 0 1881
"Dgkd" 241 805 162 890 8 101 71 61 0 4698
"Dgke" 169 424 0 146 490 8100 244 794 938 589
"Dgkg" 0 0 1 0 0 0 0 0 1 0
"Dgkh" 0 6 0 9 0 378 0 0 0 46
"Dgki" 0 0 0 43 0 0 0 3 0 309
"Dgkk" 0 2 1 413 0 2334 0 125 0 903
"Dgkq" 0 0 0 0 0 1 13 0 0 37
"Dgkz" 4 690 445 7 2 32 847 2 871 338
"Dguok" 0 366 31 62 0 86 129 3 356 1306
"Dhcr24" 650 0 2 0 22 5 347 0 3 15
"Dhcr7" 76 224 186 120 7 530 1 693 600 5
"Dhdds" 718 60 55 98 1 2517 4 12 16 610
"Dhdh" 0 0 0 53 0 900 539 3 0 205
"Dhfr" 788 283 72 174 5 1922 1338 315 1486 367
"Dhh" 0 106 0 0 0 0 0 0 0 2
"Dhodh" 35 140 199 500 5344 12 620 18 2307 1312
"Dhps" 667 46 96 0 0 1026 66 85 456 225
"Dhrs1" 769 109 120 1686 2 1003 122 205 0 3973
"Dhrs11" 0 0 0 20 761 0 0 3 273 458
"Dhrs13" 2 7 12 0 0 11 1 164 0 76
"Dhrs2" 0 0 0 0 0 0 0 0 0 0
"Dhrs3" 0 0 0 249 0 0 0 10 897 240
"Dhrs4" 0 0 0 0 0 0 29 0 648 73
"Dhrs7" 0 0 1 0 0 4 1215 0 37 0
"Dhrs7b" 1064 165 14 5 10 1828 2178 2 563 14
"Dhrs7c" 0 0 0 0 0 0 0 0 0 0
"Dhrs9" 0 0 0 0 0 0 0 0 0 0
"Dhrsx" 0 0 0 0 0 0 0 0 0 0
"Dhtkd1" 305 12 44 1 0 1188 0 13 0 40
"Dhx15" 2824 1870 545 1666 4065 9716 2988 1404 1602 2341
"Dhx16" 696 19 252 241 2203 3655 71 83 2790 398
"Dhx29" 0 1351 177 320 0 1023 877 1407 130 553
"Dhx30" 1000 3427 485 1198 30 2361 664 497 763 3364
"Dhx32" 849 773 44 1845 127 2046 761 2172 2110 5244
"Dhx33" 1776 832 52 133 17 4356 486 188 597 89
"Dhx34" 0 0 0 0 0 1 0 0 69 130
"Dhx35" 0 198 0 184 1 2030 7 19 184 478
"Dhx36" 611 2118 58 1671 5 1913 669 1032 2399 3880
"Dhx37" 169 909 13 0 0 952 552 0 1401 0
"Dhx38" 250 751 49 10 298 831 133 4 220 598
"Dhx40" 2900 1066 112 672 0 4242 1010 1307 484 1573
"Dhx57" 312 4 3 1378 1 1484 57 250 757 5352
"Dhx58" 0 12 0 0 0 0 0 0 39 0
"Dhx8" 1017 366 107 275 1 19286 515 169 1764 1534
"Dhx9" 1415 1027 567 37 3 7644 1214 680 1357 235
"Diablo" 2135 1331 482 219 15 4395 1755 990 2831 1022
"Diap1" 1 393 1 541 4 886 555 605 437 4099
"Diap2" 0 0 0 0 1 4 125 0 28 8
"Diap3" 130 1021 65 417 1048 13487 357 996 105 1577
"Dicer1" 0 902 70 4436 1 10518 383 1434 822 17532
"Dido1" 208 304 54 1121 3419 8188 1246 494 1285 3834
"Diexf" 64 477 216 1391 230 7367 56 540 184 3852
"Dimt1" 1983 648 245 231 0 6154 652 1413 1283 293
"Dio1" 0 0 73 0 0 134 0 0 0 0
"Dio2" 0 0 0 4 0 0 0 0 0 0
"Dio3" 0 0 1 0 0 0 0 0 10 0
"Dio3os" 0 0 0 15 0 0 0 0 0 3
"Dip2a" 0 1 0 40 0 1 110 53 0 365
"Dip2b" 0 386 123 3003 0 2973 813 3245 716 6573
"Dip2c" 0 5 22 1080 0 834 153 366 0 1202
"Diras1" 0 0 0 0 0 0 0 0 0 0
"Diras2" 0 0 0 1537 0 8 0 73 0 4844
"Dirc2" 2596 2535 789 16 13 1752 1067 314 285 78
"Dis3" 309 529 154 1 0 7588 1602 2081 351 254
"Dis3l" 0 1881 9 301 0 21873 504 964 0 1702
"Dis3l2" 0 0 0 271 0 2 0 15 1026 1393
"Disc1" 0 64 0 2 0 12 0 0 0 163
"Disp1" 0 0 0 0 0 0 0 0 0 0
"Disp2" 0 0 0 0 0 0 1 1 0 0
"Dixdc1" 0 0 0 0 0 0 0 1 118 0
"Dkc1" 6657 4422 797 1881 3081 10334 1898 4376 6143 11788
"Dkk1" 0 0 0 22 0 124 1 4 0 2
"Dkk2" 0 0 0 0 0 0 0 0 0 0
"Dkk3" 0 0 0 99 0 52 0 1 0 607
"Dkk4" 0 0 0 1 1 0 0 0 0 0
"Dkkl1" 1 0 0 0 2930 119 357 0 0 0
"Dlat" 236 92 46 1040 0 35 210 200 1440 1716
"Dlc1" 31 3 2 141 0 248 806 461 0 94
"Dld" 1269 400 184 1610 36 1639 1126 397 1934 2017
"Dlec1" 0 0 0 5 0 0 0 0 0 41
"Dleu2" 0 0 0 0 0 0 22 104 0 0
"Dleu7" 0 0 0 0 0 0 1 0 2 0
"Dlg1" 281 119 75 1149 3 805 1379 258 781 1573
"Dlg2" 2 0 0 160 4 2 0 2 1 32
"Dlg3" 6 0 72 91 0 27 19 0 0 2
"Dlg4" 0 0 0 1 1 149 0 0 0 0
"Dlg5" 825 1263 26 731 2 1355 381 101 1515 2664
"Dlgap1" 0 0 0 291 0 236 1 3 87 226
"Dlgap2" 0 0 1 0 0 0 0 1 0 3
"Dlgap3" 0 0 0 0 0 2 50 0 0 0
"Dlgap4" 166 136 80 927 2745 2349 1165 346 0 3967
"Dlgap5" 939 412 7 1126 24 9522 660 670 1814 4351
"Dlk1" 0 0 0 0 0 0 0 0 0 0
"Dlk2" 18 0 0 0 1 1 1 0 0 0
"Dll1" 0 0 0 0 1 1 0 1 0 0
"Dll3" 1 0 65 0 0 3 0 1 0 20
"Dll4" 0 484 0 0 0 0 0 0 0 0
"Dlst" 1 107 274 1246 3 607 1347 246 1847 2935
"Dlx1" 1 0 0 1 0 0 0 0 0 1
"Dlx1as" 0 0 0 0 0 0 0 0 0 0
"Dlx2" 0 0 0 15 0 0 0 5 0 0
"Dlx3" 3 17 0 0 0 2 0 1 0 0
"Dlx4" 0 0 0 0 0 0 0 0 0 0
"Dlx5" 0 0 0 0 0 5 0 0 0 0
"Dlx6" 0 0 0 0 0 1 0 0 0 0
"Dlx6as" 0 0 0 0 0 0 0 0 0 0
"Dlx6os1" 0 0 0 1 0 368 0 1 0 0
"Dmap1" 15 503 124 48 0 100 277 150 8 158
"Dmbt1" 0 0 0 14 0 6 0 82 0 292
"Dmbx1" 0 211 0 0 0 4 0 130 0 0
"Dmc1" 9 0 1 35 0 1 117 1 390 0
"Dmd" 23 1 5 417 0 651 479 176 31 884
"Dmgdh" 915 1704 75 18 0 719 844 0 0 27
"Dmkn" 0 0 0 0 0 0 149 0 1 0
"Dmp1" 0 0 0 0 0 0 0 0 0 0
"Dmpk" 1 0 0 6 0 129 1 1 0 63
"Dmrt1" 0 0 0 0 0 2 0 0 0 176
"Dmrt2" 0 0 0 177 0 0 0 1 0 172
"Dmrt3" 0 0 0 0 1 0 0 0 0 0
"Dmrta1" 0 0 0 0 0 0 0 0 0 0
"Dmrta2" 0 0 0 0 0 0 17 0 0 0
"Dmrtb1" 685 1009 4 228 0 8714 0 99 0 461
"Dmrtc1a" 0 0 0 0 0 0 0 0 0 0
"Dmrtc1b" 0 0 0 4 0 1 0 0 0 24
"Dmrtc1c1|Dmrtc1c2" 0 0 0 0 0 0 0 0 0 0
"Dmrtc2" 0 0 0 0 0 0 0 0 0 0
"Dmtf1" 822 55 10 872 8644 3306 1606 1726 192 3270
"Dmwd" 0 17 29 153 0 2514 270 147 24 1935
"Dmxl1" 0 418 7 2278 0 1452 829 326 963 1911
"Dmxl2" 104 299 66 1275 2 1738 392 844 668 1661
"Dna2" 139 514 8 417 19 5514 233 141 719 476
"Dnahc1" 0 0 0 0 0 3 0 0 0 0
"Dnahc10" 0 0 0 307 0 364 0 26 583 2114
"Dnahc11" 0 4 0 117 0 552 0 238 0 52
"Dnahc17" 0 0 0 78 0 42 0 1 1 15
"Dnahc2" 678 10 2 0 0 594 54 8 87 14
"Dnahc5" 0 9 0 58 0 0 0 9 0 137
"Dnahc6" 0 0 0 108 0 0 0 160 244 439
"Dnahc7b" 2 200 0 603 0 213 0 262 2 1247
"Dnahc8" 464 11 0 1374 1 232 16 487 0 2487
"Dnahc9" 0 1 2 1436 0 2569 0 1514 0 4617
"Dnaic1" 0 0 0 27 0 0 0 3 0 67
"Dnaic2" 0 0 0 0 0 20 0 22 0 0
"Dnaja1" 16931 4389 2815 1925 2698 3135 7295 1016 10411 4049
"Dnaja2" 2790 4965 1366 6676 3372 30442 3870 6171 2675 10134
"Dnaja3" 1 444 410 597 127 922 1319 524 1568 1516
"Dnaja4" 0 0 0 217 0 452 0 12 0 5027
"Dnajb1" 1634 186 156 3771 1996 12901 1651 2531 1319 10228
"Dnajb11" 2497 1987 392 42 1401 1709 591 238 679 246
"Dnajb12" 528 9 0 114 0 3139 46 88 0 725
"Dnajb13" 0 0 0 23 0 0 0 1 0 0
"Dnajb14" 348 428 4 1 0 6151 149 1392 0 216
"Dnajb2" 0 191 125 1 0 1301 89 10 293 14
"Dnajb3" 0 2 0 0 0 3 20 0 0 0
"Dnajb4" 0 1 0 10992 0 0 150 399 0 10592
"Dnajb5" 0 0 1 0 0 1 0 0 0 13
"Dnajb6" 4607 2971 825 1183 1168 10405 1300 964 2281 4328
"Dnajb7" 0 7 0 0 0 0 0 0 371 0
"Dnajb8" 0 0 0 0 0 0 0 0 0 0
"Dnajb9" 1353 7027 323 165 2 20777 0 6047 840 210
"Dnajc1" 1 24 53 48 0 1514 139 131 53 1238
"Dnajc10" 0 337 0 253 0 51 1 0 923 685
"Dnajc11" 917 917 50 4011 6 4284 1144 178 5241 6991
"Dnajc12" 0 2 6 0 0 2358 2 161 356 0
"Dnajc13" 743 583 277 1566 5015 5270 902 872 1182 6210
"Dnajc14" 0 138 72 885 0 145 121 267 978 1674
"Dnajc15" 4332 714 239 22 2562 4931 255 217 1914 378
"Dnajc16" 1 0 20 40 0 120 0 0 0 241
"Dnajc17" 0 0 37 150 7 477 439 17 85 814
"Dnajc18" 0 12 0 132 0 1 0 4 38 521
"Dnajc19" 313 0 140 0 6 12 527 3 702 112
"Dnajc2" 2203 2596 854 655 1566 2540 2309 32 670 1979
"Dnajc21" 5189 5829 486 3245 17 30972 1296 3252 413 13929
"Dnajc22" 0 0 2 0 11 0 0 47 548 0
"Dnajc24" 175 0 76 0 0 20 0 0 384 1
"Dnajc25" 83 0 0 0 1 1 0 0 118 36
"Dnajc27" 4 0 0 252 0 56 0 204 680 445
"Dnajc28" 0 0 0 1 0 0 23 2 0 1
"Dnajc3" 896 742 89 1317 0 4790 217 30 280 5953
"Dnajc30" 38 18 0 3 2 6893 403 246 365 658
"Dnajc4" 0 50 16 43 0 139 487 411 382 149
"Dnajc5" 1259 1421 80 646 4290 1600 115 653 951 3567
"Dnajc5b" 0 0 0 0 0 0 1 0 0 0
"Dnajc5g" 0 538 88 0 0 1343 0 0 0 0
"Dnajc6" 0 0 18 217 1 1453 0 0 822 240
"Dnajc7" 3002 2757 826 941 463 5934 2154 474 3295 2109
"Dnajc8" 3172 1216 386 10525 6082 6267 3001 1776 3590 13484
"Dnajc9" 17 131 239 866 10 899 381 428 336 4481
"Dnalc1" 38 0 33 57 1 3 1 0 40 277
"Dnalc4" 923 567 78 649 0 455 0 285 0 7233
"Dnali1" 0 0 0 10 0 0 0 0 0 0
"Dnase1" 1 118 1 1 0 48 0 0 195 1
"Dnase1l1" 0 0 0 0 0 0 0 0 1 0
"Dnase1l2" 0 0 0 0 0 0 0 134 9 0
"Dnase1l3" 0 2 0 0 0 4296 0 82 0 0
"Dnase2a" 8 1 20 0 2 5 551 0 1773 0
"Dnase2b" 0 0 0 0 0 0 0 0 0 0
"Dnd1" 26 5 0 33 0 240 0 4 8 72
"Dner" 0 0 0 0 0 0 0 0 0 0
"Dnlz" 0 0 0 0 0 18 809 0 90 101
"Dnm1" 27 0 33 0 0 0 0 0 0 0
"Dnm1l" 1312 61 178 2578 639 2285 1741 1004 4499 5060
"Dnm2" 417 404 97 200 66 983 1113 143 946 793
"Dnm3" 0 215 0 78 0 153 0 12 0 504
"Dnm3os" 0 0 0 0 0 0 0 0 0 0
"Dnmbp" 0 0 0 35 1 3 57 0 0 229
"Dnmt1" 59 694 184 2112 1917 4226 941 470 2613 14620
"Dnmt3a" 557 257 70 4049 1707 7369 1084 579 578 12778
"Dnmt3b" 750 696 70 1168 2183 2359 2723 310 1421 1687
"Dnmt3l" 735 341 45 796 0 1539 2374 352 5285 2496
"Dnpep" 584 1091 354 53 1660 2680 994 1071 2452 63
"Dntt" 0 0 0 28 0 0 0 32 0 305
"Dnttip1" 577 14 106 63 1 1645 267 7 54 78
"Dnttip2" 3282 5697 885 600 5571 18096 3433 634 5630 12743
"Doc2a" 133 19 0 105 410 143 279 116 60 221
"Doc2b" 0 0 0 0 0 0 0 0 0 4
"Doc2g" 0 0 0 4 0 26 0 0 0 0
"Dock1" 0 0 0 55 0 2 155 9 84 218
"Dock10" 1 0 0 300 0 0 125 143 2 374
"Dock11" 1 41 0 194 0 878 111 123 0 720
"Dock2" 0 0 0 384 0 344 0 18 0 459
"Dock3" 0 23 0 725 2 98 0 55 0 3599
"Dock4" 0 11 16 25 3878 561 0 97 0 1
"Dock5" 119 244 138 1935 0 2628 113 1230 480 3239
"Dock6" 1 0 0 311 32 78 0 185 466 3412
"Dock7" 0 0 1 4159 0 5605 0 2491 601 8077
"Dock8" 0 0 0 90 0 270 0 0 0 1
"Dock9" 45 513 322 1934 0 2466 542 823 22 3962
"Dohh" 736 85 42 0 386 493 357 9 15 0
"Dok1" 633 0 0 0 0 0 4 0 0 0
"Dok2" 589 0 0 0 5995 0 1 0 36 2
"Dok3" 0 0 0 0 0 40 0 0 0 0
"Dok4" 0 0 4 290 0 326 0 20 0 611
"Dok5" 0 0 0 52 0 0 0 1 0 59
"Dok6" 0 0 0 0 0 2 0 0 0 0
"Dok7" 0 0 0 0 0 0 0 0 0 0
"Dolk" 304 22 75 0 0 2493 0 34 36 369
"Dolpp1" 282 612 10 0 11 15 371 0 633 0
"Dom3z" 111 493 104 17 0 626 603 442 479 114
"Donson" 0 0 143 1268 0 1895 369 703 11 2607
"Dopey1" 962 64 0 985 0 405 318 393 39 2527
